objectid,classification,beginyear
62868,Print,1953.0
62869,Print,1953.0
62870,Print,1953.0
62871,Print,1953.0
62872,Print,1953.0
62873,Print,1953.0
62874,Print,1953.0
62875,Volume,1932.0
62876,Volume,1937.0
62877,Print,1937.0
62878,Print,1937.0
62879,Volume,1958.0
62880,Volume,1933.0
62881,Print,1927.0
62901,Print,1934.0
66853,Print,1978.0
62882,Print,1918.0
62883,Print,1917.0
62884,Print,1917.0
62885,Print,1918.0
62886,Print,1918.0
62887,Print,1922.0
62888,Print,1923.0
62889,Print,1923.0
62890,Print,1925.0
62891,Print,1933.0
62892,Print,1934.0
62893,Print,1934.0
62894,Print,1934.0
62895,Print,1935.0
62896,Print,1965.0
62897,Drawing,1898.0
62898,Drawing,1967.0
62899,Print,1982.0
64718,Drawing,1884.0
62900,Print,1979.0
62902,Print,1978.0
62903,Print,1974.0
62904,Print,1974.0
62905,Print,1973.0
62906,Print,1982.0
62907,Print,1932.0
62908,Print,1976.0
62909,Print,1975.0
62910,Volume,1778.0
62911,Print,1761.0
62912,Print,1761.0
62913,Print,1761.0
62914,Print,1761.0
62916,Print,1761.0
62917,Print,1761.0
62918,Print,1761.0
62919,Print,1761.0
62920,Print,1761.0
62921,Print,1761.0
62922,Print,1761.0
62923,Print,1761.0
62924,Print,1761.0
62925,Print,1761.0
62926,Print,1761.0
62927,Volume,1660.0
62928,Print,1633.0
62929,Print,1610.0
62931,Print,1888.0
62932,Drawing,1900.0
62937,Drawing,1889.0
62939,Drawing,1862.0
64658,Drawing,1884.0
62946,Drawing,1869.0
62955,Drawing,1919.0
62965,Drawing,1600.0
62993,Volume,1754.0
63087,Drawing,1884.0
66215,Print,1972.0
63058,Drawing,1955.0
63059,Drawing,1955.0
63061,Drawing,1924.0
63062,Drawing,1950.0
63063,Drawing,1929.0
63064,Drawing,1895.0
63065,Drawing,1895.0
63066,Drawing,1918.0
63165,Drawing,1895.0
63076,Drawing,1877.0
63077,Drawing,1874.0
63078,Drawing,1927.0
63079,Drawing,1927.0
63081,Drawing,1928.0
66216,Print,1972.0
63085,Drawing,1927.0
63086,Drawing,1904.0
63166,Drawing,1875.0
63092,Drawing,1862.0
63093,Drawing,1929.0
63095,Drawing,1938.0
63097,Drawing,1929.0
63098,Drawing,1903.0
63100,Drawing,1875.0
63101,Drawing,1879.0
63102,Drawing,1897.0
63103,Drawing,1921.0
63108,Drawing,1891.0
63109,Drawing,1962.0
63110,Drawing,1909.0
63111,Drawing,1865.0
63112,Drawing,1920.0
63113,Drawing,1874.0
63114,Drawing,1900.0
63118,Drawing,1946.0
63119,Drawing,1877.0
63120,Drawing,1877.0
63121,Drawing,1877.0
66854,Print,1971.0
63126,Drawing,1882.0
63127,Drawing,1882.0
63128,Drawing,1889.0
63129,Drawing,1891.0
63130,Drawing,1891.0
63131,Drawing,1891.0
63132,Drawing,1877.0
63133,Drawing,1913.0
63134,Drawing,1877.0
63135,Drawing,1937.0
63136,Drawing,1900.0
63137,Drawing,1893.0
63138,Drawing,1938.0
63142,Drawing,1957.0
63143,Print,1957.0
64659,Drawing,1884.0
63144,Drawing,1874.0
63145,Drawing,1837.0
63146,Drawing,1940.0
63147,Drawing,1931.0
63148,Drawing,1944.0
63150,Drawing,1867.0
63151,Drawing,1867.0
63152,Drawing,1867.0
63153,Drawing,1882.0
63154,Drawing,1880.0
63155,Drawing,1879.0
63156,Drawing,1879.0
63157,Drawing,1879.0
63158,Drawing,1942.0
63159,Drawing,1922.0
63160,Drawing,1922.0
63161,Drawing,1927.0
63162,Drawing,1925.0
63163,Drawing,1857.0
63164,Drawing,1957.0
63167,Drawing,1880.0
63169,Drawing,1924.0
63170,Drawing,1945.0
63171,Drawing,1908.0
63172,Drawing,1900.0
63173,Drawing,1942.0
63174,Drawing,1871.0
63176,Drawing,1905.0
63177,Drawing,1895.0
63178,Drawing,1877.0
63179,Drawing,1920.0
63180,Drawing,1946.0
63183,Drawing,1870.0
63185,Drawing,1905.0
63189,Drawing,1864.0
63190,Drawing,1864.0
63191,Drawing,1864.0
63192,Drawing,1864.0
63193,Drawing,1931.0
63194,Drawing,1877.0
63195,Volume,1757.0
63196,Volume,1757.0
63197,Volume,1757.0
63282,Print,1970.0
63198,Volume,1757.0
63199,Print,1756.0
63201,Volume,1757.0
63202,Volume,1762.0
63203,Volume,1790.0
63204,Volume,1618.0
63205,Volume,1748.0
63206,Print,1965.0
63207,Print,1980.0
63208,Print,1982.0
63211,Print,1879.0
63213,Print,1892.0
64432,Drawing,1936.0
63214,Print,1892.0
63215,Drawing,1935.0
66217,Print,1972.0
63274,Print,1982.0
63283,Print,1970.0
63263,Sculpture,1918.0
63265,Painting,1966.0
63266,Painting,1850.0
63272,Print,1947.0
63273,Print,1950.0
64634,Drawing,1884.0
63275,Print,1984.0
63276,Print,1975.0
63277,Print,1974.0
63278,Print,1976.0
63279,Print,1970.0
63280,Print,1970.0
63281,Print,1970.0
63284,Print,1970.0
63285,Print,1970.0
63286,Print,1970.0
63287,Print,1970.0
64635,Drawing,1884.0
63288,Print,1970.0
63289,Print,1970.0
63290,Print,1970.0
63291,Print,1970.0
63292,Print,1970.0
63293,Print,1970.0
63294,Print,1970.0
63295,Print,1970.0
63296,Print,1970.0
63297,Print,1970.0
63298,Print,1965.0
63299,Print,1965.0
63300,Print,1965.0
63301,Print,1965.0
63302,Print,1965.0
63303,Print,1965.0
63304,Print,1965.0
63305,Print,1965.0
63306,Print,1965.0
63307,Print,1965.0
63308,Print,1965.0
63309,Print,1965.0
63310,Print,1967.0
63311,Print,1967.0
63312,Print,1967.0
63313,Print,1967.0
63314,Print,1968.0
63315,Print,1969.0
63316,Print,1969.0
63317,Print,1969.0
64636,Drawing,1884.0
63318,Print,1970.0
63319,Print,1970.0
63320,Print,1970.0
63321,Print,1970.0
63322,Print,1970.0
63323,Print,1970.0
63324,Print,1970.0
63325,Print,1970.0
63326,Print,1970.0
64684,Drawing,1933.0
63327,Print,1968.0
63328,Print,1968.0
63329,Print,1968.0
63330,Print,1968.0
63331,Print,1968.0
63332,Print,1968.0
63377,Print,1963.0
63333,Print,1968.0
63334,Print,1968.0
63335,Print,1968.0
63336,Print,1968.0
63337,Print,1968.0
63338,Print,1968.0
63339,Print,1968.0
63340,Print,1968.0
63341,Print,1968.0
63342,Print,1967.0
63343,Print,1967.0
63344,Print,1967.0
63345,Print,1968.0
63346,Print,1968.0
63347,Print,1968.0
69185,Drawing,1903.0
63348,Print,1969.0
63349,Print,1969.0
63350,Print,1963.0
63351,Portfolio,1963.0
63352,Print,1963.0
63353,Print,1963.0
63354,Print,1963.0
63355,Print,1963.0
63356,Print,1963.0
63357,Print,1963.0
63358,Print,1963.0
63359,Print,1963.0
63360,Print,1963.0
64637,Drawing,1884.0
63361,Print,1963.0
63362,Print,1963.0
63363,Print,1963.0
63364,Print,1963.0
63365,Print,1963.0
63366,Print,1964.0
63367,Print,1964.0
63368,Print,1964.0
63369,Print,1967.0
63370,Print,1967.0
63371,Print,1967.0
63372,Print,1963.0
63373,Print,1963.0
63374,Print,1963.0
63375,Print,1963.0
63376,Print,1963.0
63378,Print,1963.0
63379,Print,1963.0
63380,Print,1963.0
63381,Print,1963.0
63382,Print,1963.0
63383,Print,1963.0
63384,Print,1963.0
63385,Print,1963.0
63386,Print,1963.0
63387,Print,1965.0
63388,Print,1965.0
63389,Print,1961.0
63390,Print,1963.0
63391,Print,1963.0
63392,Print,1964.0
63393,Print,1963.0
63394,Print,1965.0
63395,Print,1965.0
63396,Print,1965.0
63397,Print,1965.0
63398,Print,1965.0
63399,Print,1965.0
63400,Print,1965.0
63401,Print,1965.0
63402,Print,1965.0
63403,Print,1965.0
63404,Print,1965.0
63405,Print,1965.0
63406,Print,1965.0
63407,Print,1965.0
63408,Print,1965.0
63409,Print,1965.0
63410,Print,1965.0
63411,Print,1965.0
63412,Print,1965.0
63413,Print,1965.0
63414,Print,1965.0
63415,Portfolio,1965.0
63416,Print,1965.0
63417,Print,1965.0
64703,Drawing,1884.0
63418,Print,1965.0
63419,Print,1965.0
63420,Print,1965.0
63421,Print,1965.0
63422,Print,1965.0
63423,Print,1965.0
63424,Print,1965.0
63425,Print,1964.0
63426,Print,1963.0
63427,Print,1963.0
63428,Print,1963.0
63429,Print,1963.0
63430,Print,1963.0
63431,Print,1963.0
63432,Print,1969.0
64704,Drawing,1884.0
63433,Print,1970.0
63434,Print,1963.0
63435,Print,1963.0
63436,Print,1963.0
63437,Print,1965.0
63438,Print,1965.0
63439,Print,1969.0
63440,Print,1969.0
63456,Print,1966.0
63441,Print,1969.0
63442,Print,1969.0
63443,Print,1969.0
63444,Print,1969.0
63445,Print,1969.0
63446,Print,1969.0
63447,Print,1969.0
63448,Print,1966.0
63449,Print,1966.0
63450,Print,1966.0
63451,Print,1966.0
63452,Print,1966.0
63453,Print,1966.0
63454,Print,1966.0
63455,Print,1966.0
63457,Print,1966.0
63458,Print,1966.0
63459,Print,1966.0
63460,Print,1966.0
63461,Print,1966.0
63462,Print,1966.0
63463,Print,1966.0
63464,Print,1966.0
63465,Print,1966.0
63466,Print,1966.0
63467,Print,1966.0
63468,Print,1966.0
63469,Print,1966.0
63470,Print,1966.0
63471,Print,1966.0
63472,Print,1966.0
63473,Print,1966.0
63474,Print,1966.0
63475,Print,1966.0
63476,Print,1966.0
63477,Print,1966.0
63478,Print,1966.0
63479,Print,1966.0
63480,Print,1966.0
63481,Print,1968.0
63482,Print,1969.0
63483,Print,1967.0
63484,Print,1967.0
63485,Print,1967.0
63486,Print,1967.0
63487,Print,1967.0
63488,Print,1967.0
63489,Print,1967.0
63490,Print,1967.0
63491,Print,1967.0
63492,Print,1967.0
63493,Print,1967.0
63494,Print,1967.0
63495,Print,1967.0
63496,Print,1967.0
63497,Print,1967.0
63498,Print,1967.0
63499,Print,1967.0
63500,Print,1967.0
63501,Print,1967.0
63502,Print,1967.0
63503,Print,1967.0
63504,Print,1967.0
63505,Print,1967.0
64345,Print,1970.0
63506,Print,1967.0
63507,Print,1967.0
63508,Print,1967.0
63509,Print,1967.0
63510,Print,1967.0
63511,Print,1967.0
63512,Print,1967.0
63513,Print,1969.0
63514,Portfolio,1969.0
63515,Print,1969.0
64638,Drawing,1884.0
63516,Print,1969.0
63517,Print,1969.0
63518,Print,1969.0
63519,Print,1969.0
63520,Print,1969.0
63521,Print,1969.0
63522,Print,1969.0
63523,Print,1969.0
63524,Print,1969.0
63525,Print,1969.0
63526,Print,1969.0
63527,Print,1969.0
63528,Print,1969.0
63529,Print,1969.0
63530,Print,1969.0
63531,Print,1969.0
63532,Print,1969.0
63533,Print,1969.0
63534,Print,1969.0
63535,Print,1969.0
63536,Print,1969.0
63537,Print,1969.0
63538,Print,1969.0
63539,Print,1969.0
63540,Print,1968.0
63541,Print,1968.0
64305,Print,1964.0
63542,Print,1968.0
63543,Print,1968.0
63544,Print,1968.0
63545,Print,1968.0
63546,Print,1968.0
63547,Print,1968.0
63548,Print,1968.0
63549,Print,1968.0
63550,Print,1968.0
63551,Print,1968.0
63552,Print,1968.0
63553,Print,1968.0
69186,Drawing,1903.0
63554,Print,1968.0
63579,Print,1968.0
63555,Print,1968.0
63556,Print,1968.0
63557,Print,1968.0
63558,Print,1968.0
63559,Print,1968.0
63560,Print,1968.0
63561,Print,1968.0
63562,Print,1968.0
63563,Print,1968.0
63564,Print,1968.0
63565,Print,1968.0
64678,Drawing,1884.0
63580,Print,1968.0
63566,Print,1968.0
63567,Print,1968.0
63568,Print,1968.0
63569,Print,1968.0
63570,Print,1968.0
63571,Print,1968.0
63572,Print,1968.0
63573,Print,1968.0
63574,Print,1965.0
63575,Print,1965.0
63576,Print,1968.0
63577,Print,1968.0
63578,Print,1968.0
64705,Drawing,1884.0
63581,Print,1968.0
63582,Print,1968.0
63583,Print,1968.0
63584,Print,1968.0
63585,Print,1968.0
63586,Print,1968.0
63587,Print,1968.0
63588,Print,1968.0
63589,Print,1968.0
63590,Print,1968.0
63591,Print,1968.0
63592,Print,1968.0
63593,Print,1968.0
63594,Print,1968.0
63595,Print,1968.0
63626,Print,1968.0
63596,Print,1968.0
63597,Print,1968.0
63598,Print,1968.0
63599,Print,1968.0
63600,Print,1968.0
63601,Print,1968.0
63602,Print,1968.0
63603,Print,1968.0
63604,Print,1968.0
63605,Print,1968.0
63606,Print,1968.0
63607,Print,1968.0
63608,Print,1968.0
63609,Print,1968.0
63610,Print,1968.0
63611,Print,1968.0
63612,Print,1968.0
63613,Print,1968.0
63614,Print,1968.0
63615,Print,1968.0
63616,Print,1968.0
63617,Print,1968.0
63618,Print,1968.0
63619,Print,1968.0
63620,Print,1968.0
63621,Print,1968.0
63622,Print,1968.0
63623,Print,1968.0
63624,Print,1968.0
63625,Print,1968.0
64365,Print,1964.0
63627,Print,1969.0
63628,Print,1969.0
63629,Print,1969.0
63630,Print,1969.0
63631,Print,1965.0
63632,Print,1965.0
63633,Print,1965.0
63634,Print,1965.0
63635,Print,1966.0
63636,Print,1966.0
63637,Print,1966.0
63638,Print,1966.0
63639,Print,1968.0
63640,Print,1968.0
63641,Print,1968.0
63642,Print,1968.0
63643,Print,1968.0
63644,Print,1968.0
63645,Print,1968.0
63646,Print,1968.0
63647,Print,1968.0
63648,Print,1968.0
63649,Print,1968.0
63650,Print,1968.0
63651,Print,1968.0
63652,Print,1968.0
63653,Print,1968.0
63654,Print,1968.0
63684,Print,1964.0
63655,Print,1964.0
63656,Portfolio,1964.0
63657,Print,1964.0
63658,Print,1964.0
63659,Print,1964.0
63660,Print,1964.0
63661,Print,1964.0
63662,Print,1964.0
63663,Print,1964.0
63664,Print,1964.0
63665,Print,1964.0
63666,Print,1965.0
63667,Print,1965.0
63668,Print,1965.0
64706,Drawing,1884.0
63669,Portfolio,1965.0
63670,Print,1965.0
63671,Print,1965.0
63672,Print,1965.0
63673,Print,1965.0
63674,Print,1965.0
63675,Print,1965.0
63676,Print,1965.0
63677,Print,1965.0
63678,Print,1965.0
63679,Print,1965.0
63680,Print,1965.0
63681,Print,1964.0
63682,Print,1964.0
63683,Print,1964.0
63685,Print,1964.0
63686,Print,1965.0
63687,Print,1964.0
63688,Print,1964.0
63689,Print,1964.0
63690,Print,1965.0
63691,Print,1969.0
63692,Print,1969.0
63693,Print,1965.0
63694,Print,1968.0
63695,Print,1968.0
63696,Print,1964.0
63697,Print,1963.0
63698,Print,1963.0
63699,Print,1963.0
66218,Print,1972.0
63700,Print,1963.0
63701,Print,1963.0
64679,Drawing,1933.0
63702,Print,1963.0
63703,Print,1963.0
63704,Print,1963.0
63705,Print,1963.0
63706,Print,1963.0
63707,Print,1963.0
63708,Print,1963.0
63709,Print,1963.0
63710,Print,1963.0
63711,Print,1963.0
63712,Print,1963.0
63807,Print,1967.0
63713,Print,1963.0
63714,Print,1963.0
63715,Print,1963.0
64363,Print,1964.0
63716,Print,1963.0
63717,Print,1963.0
63718,Print,1963.0
63719,Print,1963.0
63720,Print,1963.0
63721,Print,1963.0
63722,Print,1963.0
63723,Print,1967.0
63724,Print,1967.0
63725,Print,1967.0
63726,Print,1967.0
63727,Print,1967.0
63728,Print,1967.0
63729,Print,1967.0
63730,Print,1967.0
63731,Print,1967.0
63732,Print,1967.0
63733,Print,1968.0
63734,Print,1967.0
63735,Print,1965.0
63736,Print,1961.0
63737,Print,1961.0
63738,Print,1961.0
63739,Print,1961.0
63740,Print,1961.0
63741,Print,1961.0
69235,Drawing,1903.0
63742,Print,1961.0
63743,Print,1961.0
63744,Print,1961.0
63745,Print,1964.0
63746,Print,1964.0
63747,Print,1964.0
63748,Print,1964.0
63749,Print,1964.0
63750,Print,1963.0
63751,Print,1963.0
64366,Print,1964.0
63752,Print,1963.0
63753,Print,1963.0
63754,Print,1963.0
63755,Print,1963.0
63756,Print,1963.0
63757,Print,1963.0
63758,Print,1963.0
63759,Print,1963.0
63760,Print,1963.0
63761,Print,1963.0
63762,Print,1964.0
63763,Print,1964.0
63764,Print,1964.0
63765,Print,1964.0
63766,Print,1964.0
63767,Print,1964.0
63768,Print,1966.0
63769,Portfolio,1966.0
63770,Print,1966.0
63771,Print,1966.0
63772,Print,1966.0
64680,Drawing,1933.0
63773,Print,1966.0
63774,Print,1966.0
63775,Print,1966.0
63776,Print,1966.0
63777,Print,1966.0
63778,Print,1966.0
63779,Print,1966.0
63780,Print,1966.0
63781,Print,1966.0
63782,Print,1966.0
63783,Print,1966.0
63784,Print,1966.0
63785,Print,1966.0
63786,Print,1966.0
63787,Print,1966.0
63788,Print,1966.0
63789,Print,1966.0
63790,Print,1966.0
63791,Print,1966.0
63792,Print,1966.0
63793,Print,1967.0
63794,Portfolio,1967.0
63795,Print,1967.0
63796,Print,1967.0
63797,Print,1967.0
63798,Print,1967.0
63799,Print,1967.0
63800,Print,1967.0
63801,Print,1967.0
63802,Print,1967.0
63803,Print,1967.0
63804,Print,1967.0
63805,Print,1967.0
63806,Print,1967.0
63808,Print,1967.0
63809,Print,1967.0
63810,Print,1967.0
63811,Print,1967.0
63812,Print,1967.0
63813,Print,1967.0
63814,Print,1967.0
63815,Print,1967.0
63816,Print,1967.0
63817,Print,1967.0
63818,Print,1967.0
63819,Print,1967.0
63820,Print,1967.0
64707,Drawing,1884.0
63821,Print,1967.0
63822,Print,1967.0
63823,Print,1967.0
63824,Print,1967.0
63825,Print,1967.0
63826,Print,1963.0
63827,Print,1963.0
63828,Print,1963.0
63829,Print,1963.0
63830,Print,1963.0
63831,Print,1963.0
63832,Print,1964.0
63833,Portfolio,1964.0
63834,Print,1964.0
63835,Print,1964.0
63836,Print,1964.0
63837,Print,1964.0
63838,Print,1964.0
63839,Print,1964.0
63840,Print,1964.0
63841,Print,1964.0
63842,Print,1964.0
63843,Print,1964.0
63844,Print,1964.0
63845,Print,1964.0
63846,Print,1964.0
63847,Print,1964.0
63848,Print,1964.0
63849,Print,1964.0
63850,Print,1964.0
63851,Print,1964.0
63852,Print,1964.0
63853,Print,1968.0
63854,Print,1968.0
63855,Print,1970.0
63856,Print,1970.0
63857,Print,1970.0
63858,Print,1970.0
63859,Print,1970.0
63860,Print,1970.0
63861,Print,1970.0
63862,Print,1970.0
63863,Print,1970.0
63864,Print,1970.0
63865,Print,1970.0
63866,Print,1970.0
63867,Print,1965.0
63868,Print,1969.0
63869,Print,1969.0
63870,Print,1969.0
63871,Print,1969.0
63872,Print,1969.0
63873,Print,1969.0
63874,Print,1969.0
63875,Print,1969.0
63876,Print,1969.0
63877,Print,1969.0
63878,Print,1969.0
63879,Print,1969.0
63880,Print,1969.0
63881,Print,1969.0
64085,Print,1967.0
63882,Print,1969.0
63883,Print,1969.0
63884,Print,1969.0
63885,Print,1969.0
63886,Print,1969.0
63887,Print,1969.0
63888,Print,1969.0
63889,Print,1969.0
63890,Print,1969.0
63891,Print,1969.0
63892,Print,1969.0
63893,Print,1967.0
63894,Portfolio,1967.0
63895,Print,1967.0
63896,Print,1967.0
63897,Print,1967.0
63898,Print,1967.0
63899,Print,1967.0
63900,Print,1967.0
63901,Print,1967.0
63902,Print,1967.0
63903,Print,1967.0
63904,Print,1967.0
63905,Print,1967.0
63906,Print,1967.0
63907,Print,1967.0
63908,Print,1965.0
63909,Print,1970.0
64681,Drawing,1933.0
63910,Print,1970.0
63911,Print,1970.0
63912,Print,1968.0
63913,Print,1968.0
63914,Print,1968.0
63915,Print,1968.0
63916,Print,1968.0
63930,Print,1966.0
63917,Print,1969.0
63918,Print,1968.0
63919,Print,1968.0
63920,Print,1969.0
63921,Print,1969.0
64113,Print,1965.0
63922,Print,1965.0
63923,Portfolio,1966.0
63924,Portfolio,1966.0
63925,Portfolio,1966.0
63926,Portfolio,1966.0
63927,Portfolio,1966.0
63928,Print,1965.0
63929,Print,1966.0
64708,Drawing,1884.0
63931,Print,1966.0
63932,Print,1966.0
63933,Print,1966.0
63934,Print,1966.0
63935,Print,1966.0
63936,Print,1966.0
63937,Print,1966.0
63951,Print,1968.0
63938,Print,1969.0
63939,Print,1969.0
63940,Print,1968.0
63941,Print,1968.0
63942,Print,1968.0
63943,Print,1968.0
63944,Print,1968.0
63945,Print,1968.0
63946,Print,1968.0
63947,Print,1968.0
63948,Print,1968.0
63949,Print,1968.0
63950,Print,1968.0
64023,Print,1965.0
63952,Print,1968.0
63953,Print,1968.0
63954,Print,1968.0
63955,Print,1968.0
63956,Print,1968.0
63957,Print,1968.0
63958,Print,1968.0
63959,Print,1968.0
63960,Print,1968.0
63961,Print,1968.0
63962,Print,1968.0
63963,Print,1968.0
63964,Print,1968.0
63965,Print,1968.0
64241,Print,1966.0
63966,Print,1969.0
63967,Print,1969.0
63968,Print,1969.0
63969,Print,1969.0
63970,Print,1969.0
63971,Print,1969.0
63972,Print,1969.0
63973,Print,1969.0
63974,Print,1969.0
63975,Print,1969.0
63976,Print,1969.0
63977,Print,1969.0
63978,Print,1969.0
63979,Print,1969.0
63980,Print,1969.0
63981,Print,1969.0
63982,Print,1969.0
63983,Print,1966.0
63984,Print,1966.0
63985,Print,1967.0
63986,Print,1967.0
63987,Print,1968.0
63988,Print,1968.0
63989,Print,1964.0
63990,Print,1964.0
63991,Print,1964.0
63992,Print,1970.0
64038,Print,1968.0
63993,Print,1970.0
63994,Print,1970.0
63995,Print,1970.0
63996,Print,1964.0
63997,Print,1963.0
63998,Print,1963.0
63999,Print,1964.0
64000,Print,1967.0
64001,Print,1967.0
64002,Print,1967.0
64003,Print,1967.0
64004,Print,1967.0
64005,Print,1967.0
64006,Print,1967.0
64007,Print,1967.0
64008,Print,1967.0
64009,Print,1967.0
64010,Print,1967.0
64011,Print,1967.0
64012,Print,1967.0
64013,Print,1967.0
64014,Print,1967.0
64015,Print,1967.0
64016,Print,1967.0
64017,Print,1967.0
64018,Print,1967.0
64019,Print,1967.0
64020,Print,1967.0
64021,Print,1968.0
64022,Print,1968.0
64024,Print,1965.0
64025,Print,1965.0
64026,Print,1965.0
64027,Print,1965.0
64028,Print,1965.0
64044,Print,1968.0
64029,Print,1965.0
64030,Print,1965.0
64031,Print,1968.0
64032,Print,1968.0
64033,Print,1968.0
64034,Print,1968.0
64035,Print,1968.0
64036,Print,1968.0
64037,Print,1968.0
64682,Drawing,1933.0
64039,Print,1968.0
64040,Print,1968.0
64041,Print,1968.0
64042,Print,1968.0
64043,Print,1968.0
64045,Print,1968.0
64046,Print,1968.0
64047,Print,1968.0
64048,Print,1968.0
64049,Print,1968.0
64050,Print,1968.0
64051,Print,1968.0
64052,Print,1968.0
64053,Print,1969.0
64054,Print,1969.0
64055,Print,1969.0
64056,Print,1969.0
64057,Print,1967.0
64058,Portfolio,1967.0
64059,Print,1967.0
64060,Print,1967.0
64061,Print,1967.0
64062,Print,1967.0
64063,Print,1967.0
64064,Print,1967.0
64065,Print,1967.0
64066,Print,1967.0
64067,Print,1967.0
64068,Print,1967.0
64069,Print,1967.0
64070,Print,1967.0
64071,Print,1967.0
64072,Print,1967.0
64073,Print,1967.0
64074,Print,1967.0
64075,Print,1967.0
64076,Print,1967.0
64077,Print,1967.0
64078,Print,1967.0
64079,Print,1967.0
64080,Print,1967.0
64081,Print,1967.0
64082,Print,1967.0
64083,Print,1967.0
64084,Print,1967.0
64086,Print,1966.0
64087,Print,1967.0
64088,Print,1967.0
64089,Print,1967.0
64090,Print,1968.0
64091,Print,1968.0
64092,Print,1968.0
64093,Print,1968.0
64094,Print,1968.0
64095,Portfolio,1968.0
64096,Print,1968.0
64097,Print,1968.0
64098,Print,1968.0
64303,Print,1964.0
64099,Print,1968.0
64100,Print,1968.0
64101,Print,1968.0
64102,Print,1968.0
64103,Print,1968.0
64104,Print,1968.0
64105,Print,1968.0
64106,Print,1963.0
64107,Print,1963.0
64108,Print,1965.0
64109,Print,1965.0
64110,Print,1965.0
64111,Print,1965.0
64112,Print,1965.0
64114,Print,1965.0
64115,Print,1965.0
64116,Print,1965.0
64117,Print,1965.0
64118,Print,1965.0
64119,Print,1968.0
64120,Print,1968.0
64121,Print,1968.0
64122,Print,1968.0
64123,Print,1968.0
64124,Print,1968.0
64125,Print,1968.0
64126,Print,1968.0
64127,Portfolio,1970.0
64128,Portfolio,1970.0
64129,Print,1970.0
64130,Print,1970.0
64131,Print,1970.0
64132,Print,1970.0
64133,Print,1970.0
64134,Print,1970.0
64135,Print,1970.0
64136,Print,1970.0
64137,Print,1970.0
64138,Print,1965.0
64139,Print,1965.0
64140,Print,1965.0
64141,Print,1965.0
64142,Print,1965.0
64143,Print,1965.0
64144,Print,1965.0
64145,Print,1965.0
64146,Print,1965.0
64147,Print,1965.0
64148,Print,1965.0
64149,Print,1965.0
64150,Print,1965.0
64151,Print,1965.0
64152,Print,1965.0
64153,Print,1965.0
64154,Print,1965.0
64155,Print,1965.0
64156,Print,1965.0
64157,Print,1965.0
64158,Print,1965.0
64159,Print,1970.0
64160,Print,1964.0
64161,Print,1964.0
64433,Drawing,1936.0
64162,Print,1964.0
64163,Print,1964.0
64164,Print,1964.0
64709,Drawing,1884.0
64165,Print,1964.0
64166,Print,1964.0
64167,Print,1964.0
64168,Print,1964.0
64169,Print,1964.0
64170,Print,1964.0
64171,Print,1964.0
64172,Print,1964.0
64173,Print,1964.0
64174,Print,1964.0
64175,Print,1964.0
64176,Print,1964.0
64177,Print,1964.0
64178,Print,1964.0
64179,Print,1964.0
64180,Print,1964.0
64181,Print,1964.0
64182,Print,1964.0
64183,Print,1964.0
64184,Print,1964.0
64185,Print,1964.0
64186,Print,1964.0
64187,Print,1964.0
64188,Print,1964.0
64189,Print,1964.0
64190,Print,1964.0
64191,Print,1964.0
64192,Print,1964.0
64193,Print,1964.0
64194,Print,1964.0
64710,Drawing,1884.0
64195,Print,1964.0
64196,Print,1964.0
64197,Print,1969.0
64198,Portfolio,1969.0
64199,Print,1969.0
64200,Print,1969.0
64201,Print,1969.0
64202,Print,1969.0
64203,Print,1969.0
64204,Print,1969.0
64205,Print,1969.0
64206,Print,1969.0
64207,Print,1969.0
64208,Print,1969.0
64209,Print,1969.0
64210,Portfolio,1969.0
64211,Print,1969.0
64212,Print,1969.0
64213,Print,1969.0
64214,Print,1969.0
64215,Print,1969.0
64216,Print,1969.0
64217,Print,1969.0
64218,Print,1969.0
64219,Print,1969.0
64220,Print,1969.0
64221,Print,1969.0
64222,Print,1969.0
64223,Print,1969.0
64224,Print,1969.0
64225,Print,1969.0
64226,Print,1969.0
64258,Print,1967.0
64227,Print,1969.0
64228,Print,1969.0
64229,Print,1969.0
64230,Print,1969.0
64231,Print,1969.0
64232,Print,1969.0
64233,Print,1969.0
64234,Print,1969.0
64235,Print,1969.0
64236,Print,1969.0
64237,Print,1969.0
64238,Print,1969.0
64239,Print,1969.0
64240,Print,1967.0
64242,Print,1966.0
64243,Print,1966.0
64244,Print,1966.0
64245,Print,1966.0
64246,Print,1966.0
64247,Print,1963.0
64248,Print,1963.0
64249,Print,1964.0
64250,Print,1964.0
64251,Print,1966.0
64252,Print,1966.0
64253,Print,1967.0
64254,Print,1967.0
64255,Print,1967.0
64256,Print,1967.0
64257,Print,1967.0
64259,Print,1967.0
64260,Print,1967.0
64261,Print,1967.0
64262,Print,1967.0
64263,Print,1967.0
64264,Print,1967.0
64265,Print,1967.0
64266,Print,1967.0
64267,Print,1967.0
64268,Print,1967.0
64269,Print,1967.0
64270,Print,1964.0
64271,Print,1964.0
64272,Print,1962.0
64273,Print,1963.0
64274,Print,1963.0
64275,Print,1963.0
64276,Print,1963.0
64277,Print,1963.0
64278,Print,1963.0
64279,Print,1965.0
64280,Print,1965.0
64281,Print,1965.0
64282,Print,1965.0
64283,Print,1967.0
64284,Print,1967.0
64285,Print,1967.0
64286,Print,1967.0
64287,Print,1967.0
64304,Print,1964.0
64288,Print,1967.0
66225,Print,1974.0
64289,Print,1967.0
