objectid,classification,beginyear
23915,Index of American Design,1936.0
23916,Index of American Design,1936.0
23917,Index of American Design,1941.0
23920,Index of American Design,1936.0
23921,Index of American Design,1936.0
23922,Index of American Design,1936.0
23923,Index of American Design,1936.0
23924,Index of American Design,1936.0
29555,Index of American Design,1940.0
23925,Index of American Design,1936.0
23926,Index of American Design,1936.0
23927,Index of American Design,1936.0
23928,Index of American Design,1936.0
23929,Index of American Design,1936.0
23930,Index of American Design,1936.0
23931,Index of American Design,1936.0
23932,Index of American Design,1936.0
23933,Index of American Design,1936.0
23934,Index of American Design,1936.0
23935,Index of American Design,1935.0
23936,Index of American Design,1936.0
23937,Index of American Design,1936.0
23938,Index of American Design,1936.0
23939,Index of American Design,1936.0
23944,Index of American Design,1938.0
23945,Index of American Design,1937.0
23946,Index of American Design,1939.0
23947,Index of American Design,1939.0
23948,Index of American Design,1939.0
33134,Print,1500.0
23949,Index of American Design,1940.0
23950,Index of American Design,1941.0
23951,Index of American Design,1940.0
23952,Index of American Design,1939.0
23953,Index of American Design,1937.0
23954,Index of American Design,1941.0
23955,Index of American Design,1939.0
23956,Index of American Design,1937.0
23957,Index of American Design,1938.0
23958,Index of American Design,1936.0
23959,Index of American Design,1936.0
23960,Index of American Design,1941.0
23961,Index of American Design,1940.0
23962,Index of American Design,1936.0
23963,Index of American Design,1936.0
23964,Index of American Design,1935.0
23965,Index of American Design,1938.0
23966,Index of American Design,1940.0
23967,Index of American Design,1938.0
33135,Print,1500.0
23968,Index of American Design,1940.0
23969,Index of American Design,1938.0
23970,Index of American Design,1941.0
23971,Index of American Design,1935.0
23972,Index of American Design,1935.0
23973,Index of American Design,1941.0
23974,Index of American Design,1940.0
23975,Index of American Design,1937.0
23976,Index of American Design,1937.0
23977,Index of American Design,1936.0
23978,Index of American Design,1936.0
23979,Index of American Design,1936.0
23980,Index of American Design,1936.0
23981,Index of American Design,1936.0
23982,Index of American Design,1936.0
23983,Index of American Design,1936.0
23984,Index of American Design,1936.0
23985,Index of American Design,1941.0
23986,Index of American Design,1936.0
23987,Index of American Design,1936.0
23988,Index of American Design,1936.0
23989,Index of American Design,1936.0
23990,Index of American Design,1936.0
23991,Index of American Design,1936.0
23992,Index of American Design,1936.0
23993,Index of American Design,1936.0
23994,Index of American Design,1936.0
23995,Index of American Design,1936.0
23996,Index of American Design,1936.0
23997,Index of American Design,1936.0
23998,Index of American Design,1936.0
23999,Index of American Design,1936.0
24000,Index of American Design,1936.0
24001,Index of American Design,1936.0
24002,Index of American Design,1936.0
24003,Index of American Design,1936.0
24005,Index of American Design,1937.0
24006,Index of American Design,1936.0
24007,Index of American Design,1937.0
24008,Index of American Design,1936.0
24009,Index of American Design,1937.0
24010,Index of American Design,1936.0
38978,Print,1844.0
24011,Index of American Design,1938.0
24012,Index of American Design,1939.0
24013,Index of American Design,1938.0
24014,Index of American Design,1940.0
24035,Index of American Design,1940.0
24015,Index of American Design,1935.0
24016,Index of American Design,1938.0
24017,Index of American Design,1937.0
24018,Index of American Design,1935.0
24019,Index of American Design,1936.0
24020,Index of American Design,1939.0
24021,Index of American Design,1940.0
24022,Index of American Design,1937.0
24102,Index of American Design,1939.0
24023,Index of American Design,1937.0
24024,Index of American Design,1940.0
24025,Index of American Design,1937.0
24026,Index of American Design,1935.0
24027,Index of American Design,1935.0
24028,Index of American Design,1938.0
24029,Index of American Design,1939.0
24030,Index of American Design,1938.0
24031,Index of American Design,1937.0
24032,Index of American Design,1937.0
24033,Index of American Design,1936.0
24034,Index of American Design,1936.0
24036,Index of American Design,1940.0
24037,Index of American Design,1937.0
24038,Index of American Design,1939.0
24039,Index of American Design,1937.0
24040,Index of American Design,1939.0
24041,Index of American Design,1936.0
24042,Index of American Design,1937.0
24044,Index of American Design,1935.0
24045,Index of American Design,1935.0
24046,Index of American Design,1938.0
24047,Index of American Design,1936.0
24048,Index of American Design,1938.0
24049,Index of American Design,1939.0
24050,Index of American Design,1940.0
24051,Index of American Design,1939.0
24052,Index of American Design,1941.0
24053,Index of American Design,1939.0
24054,Index of American Design,1936.0
24055,Index of American Design,1939.0
24056,Index of American Design,1938.0
24057,Index of American Design,1938.0
24058,Index of American Design,1940.0
24059,Index of American Design,1938.0
24060,Index of American Design,1939.0
24061,Index of American Design,1936.0
24062,Index of American Design,1938.0
24063,Index of American Design,1940.0
24064,Index of American Design,1939.0
24065,Index of American Design,1939.0
24066,Index of American Design,1938.0
24067,Index of American Design,1939.0
24068,Index of American Design,1938.0
24069,Index of American Design,1938.0
24070,Index of American Design,1935.0
24071,Index of American Design,1940.0
24072,Index of American Design,1936.0
24073,Index of American Design,1935.0
24074,Index of American Design,1941.0
24075,Index of American Design,1941.0
24076,Index of American Design,1941.0
24077,Index of American Design,1941.0
24078,Index of American Design,1938.0
24079,Index of American Design,1939.0
24080,Index of American Design,1941.0
24081,Index of American Design,1939.0
24082,Index of American Design,1936.0
24083,Index of American Design,1939.0
24084,Index of American Design,1936.0
24085,Index of American Design,1938.0
24086,Index of American Design,1938.0
24087,Index of American Design,1937.0
24088,Index of American Design,1938.0
24089,Index of American Design,1936.0
24091,Index of American Design,1939.0
24092,Index of American Design,1938.0
24093,Index of American Design,1937.0
24094,Index of American Design,1939.0
24095,Index of American Design,1939.0
24585,Index of American Design,1935.0
24096,Index of American Design,1939.0
24097,Index of American Design,1939.0
24098,Index of American Design,1938.0
24099,Index of American Design,1936.0
24100,Index of American Design,1936.0
24101,Index of American Design,1936.0
24103,Index of American Design,1939.0
24105,Index of American Design,1936.0
24106,Index of American Design,1936.0
24107,Index of American Design,1936.0
24108,Index of American Design,1936.0
24109,Index of American Design,1938.0
24110,Index of American Design,1938.0
24111,Index of American Design,1936.0
24112,Index of American Design,1936.0
30091,Index of American Design,1935.0
24113,Index of American Design,1936.0
24114,Index of American Design,1936.0
24115,Index of American Design,1938.0
24116,Index of American Design,1938.0
24117,Index of American Design,1938.0
24118,Index of American Design,1939.0
24119,Index of American Design,1936.0
24120,Index of American Design,1935.0
24121,Index of American Design,1940.0
24122,Index of American Design,1938.0
24123,Index of American Design,1935.0
24124,Index of American Design,1938.0
24125,Index of American Design,1940.0
24126,Index of American Design,1940.0
24127,Index of American Design,1935.0
24128,Index of American Design,1940.0
24129,Index of American Design,1938.0
24130,Index of American Design,1935.0
24131,Index of American Design,1939.0
24132,Index of American Design,1938.0
24133,Index of American Design,1938.0
24134,Index of American Design,1940.0
24135,Index of American Design,1940.0
24136,Index of American Design,1940.0
24137,Index of American Design,1938.0
24138,Index of American Design,1937.0
24139,Index of American Design,1937.0
24140,Index of American Design,1940.0
24141,Index of American Design,1939.0
24142,Index of American Design,1939.0
24143,Index of American Design,1940.0
24144,Index of American Design,1939.0
24145,Index of American Design,1939.0
24146,Index of American Design,1939.0
24147,Index of American Design,1939.0
24148,Index of American Design,1937.0
24149,Index of American Design,1939.0
24150,Index of American Design,1939.0
24151,Index of American Design,1939.0
24152,Index of American Design,1938.0
24153,Index of American Design,1935.0
24154,Index of American Design,1935.0
24155,Index of American Design,1935.0
24156,Index of American Design,1935.0
24157,Index of American Design,1935.0
24158,Index of American Design,1935.0
24159,Index of American Design,1935.0
24160,Index of American Design,1935.0
24161,Index of American Design,1935.0
24162,Index of American Design,1935.0
24163,Index of American Design,1935.0
24164,Index of American Design,1935.0
24165,Index of American Design,1935.0
24166,Index of American Design,1935.0
24167,Index of American Design,1935.0
24168,Index of American Design,1935.0
24169,Index of American Design,1935.0
39020,Print,1848.0
24170,Index of American Design,1935.0
24171,Index of American Design,1935.0
24172,Index of American Design,1935.0
24173,Index of American Design,1935.0
24174,Index of American Design,1935.0
24175,Index of American Design,1935.0
24176,Index of American Design,1935.0
24230,Index of American Design,1940.0
24177,Index of American Design,1935.0
24178,Index of American Design,1935.0
24179,Index of American Design,1935.0
24180,Index of American Design,1935.0
24181,Index of American Design,1935.0
24182,Index of American Design,1935.0
24183,Index of American Design,1935.0
24184,Index of American Design,1935.0
24185,Index of American Design,1935.0
24186,Index of American Design,1935.0
24187,Index of American Design,1935.0
24188,Index of American Design,1935.0
24189,Index of American Design,1935.0
24190,Index of American Design,1935.0
24191,Index of American Design,1935.0
24208,Index of American Design,1935.0
24192,Index of American Design,1935.0
24193,Index of American Design,1935.0
24194,Index of American Design,1935.0
24195,Index of American Design,1935.0
24196,Index of American Design,1935.0
24197,Index of American Design,1935.0
24198,Index of American Design,1935.0
24199,Index of American Design,1935.0
24200,Index of American Design,1935.0
24263,Index of American Design,1936.0
24201,Index of American Design,1935.0
24202,Index of American Design,1935.0
24203,Index of American Design,1935.0
24204,Index of American Design,1935.0
24205,Index of American Design,1935.0
24206,Index of American Design,1935.0
24207,Index of American Design,1935.0
24209,Index of American Design,1935.0
24210,Index of American Design,1935.0
24211,Index of American Design,1935.0
24212,Index of American Design,1935.0
24213,Index of American Design,1935.0
24214,Index of American Design,1935.0
24215,Index of American Design,1935.0
24216,Index of American Design,1935.0
24217,Index of American Design,1935.0
24218,Index of American Design,1938.0
24219,Index of American Design,1935.0
24220,Index of American Design,1935.0
24222,Index of American Design,1935.0
24223,Index of American Design,1935.0
24224,Index of American Design,1936.0
24225,Index of American Design,1935.0
24226,Index of American Design,1935.0
24227,Index of American Design,1938.0
24228,Index of American Design,1939.0
24229,Index of American Design,1939.0
24232,Index of American Design,1939.0
24233,Index of American Design,1939.0
24234,Index of American Design,1939.0
24235,Index of American Design,1939.0
24236,Index of American Design,1939.0
24237,Index of American Design,1939.0
24238,Index of American Design,1938.0
24239,Index of American Design,1939.0
24240,Index of American Design,1938.0
24241,Index of American Design,1939.0
24242,Index of American Design,1935.0
24243,Index of American Design,1938.0
30304,Print,1897.0
24244,Index of American Design,1937.0
24245,Index of American Design,1938.0
24246,Index of American Design,1937.0
24247,Index of American Design,1936.0
24586,Index of American Design,1935.0
24248,Index of American Design,1939.0
24249,Index of American Design,1936.0
24250,Index of American Design,1939.0
24251,Index of American Design,1939.0
24252,Index of American Design,1937.0
24253,Index of American Design,1936.0
24254,Index of American Design,1939.0
24255,Index of American Design,1940.0
24256,Index of American Design,1939.0
24257,Index of American Design,1938.0
24258,Index of American Design,1936.0
24259,Index of American Design,1939.0
24260,Index of American Design,1938.0
24261,Index of American Design,1937.0
24262,Index of American Design,1938.0
24264,Index of American Design,1935.0
24265,Index of American Design,1937.0
24266,Index of American Design,1940.0
24267,Index of American Design,1936.0
24268,Index of American Design,1936.0
24269,Index of American Design,1936.0
24290,Index of American Design,1938.0
24270,Index of American Design,1937.0
24271,Index of American Design,1938.0
24272,Index of American Design,1940.0
24273,Index of American Design,1938.0
24274,Index of American Design,1938.0
24275,Index of American Design,1938.0
24276,Index of American Design,1940.0
24277,Index of American Design,1940.0
24278,Index of American Design,1935.0
24279,Index of American Design,1936.0
24280,Index of American Design,1937.0
24281,Index of American Design,1937.0
24282,Index of American Design,1937.0
24283,Index of American Design,1938.0
24284,Index of American Design,1936.0
24285,Index of American Design,1935.0
24286,Index of American Design,1936.0
24287,Index of American Design,1936.0
24288,Index of American Design,1939.0
24289,Index of American Design,1937.0
24291,Index of American Design,1938.0
24292,Index of American Design,1936.0
24293,Index of American Design,1935.0
24294,Index of American Design,1936.0
24295,Index of American Design,1938.0
24296,Index of American Design,1936.0
24297,Index of American Design,1938.0
24298,Index of American Design,1941.0
24299,Index of American Design,1938.0
24300,Index of American Design,1939.0
24301,Index of American Design,1938.0
24302,Index of American Design,1936.0
30305,Print,1526.0
24303,Index of American Design,1935.0
24304,Index of American Design,1935.0
24305,Index of American Design,1935.0
24306,Index of American Design,1935.0
24307,Index of American Design,1936.0
24308,Index of American Design,1937.0
24309,Index of American Design,1936.0
24310,Index of American Design,1936.0
24311,Index of American Design,1941.0
24312,Index of American Design,1937.0
24313,Index of American Design,1937.0
24314,Index of American Design,1937.0
24315,Index of American Design,1936.0
24316,Index of American Design,1937.0
24317,Index of American Design,1938.0
24318,Index of American Design,1937.0
24319,Index of American Design,1938.0
24320,Index of American Design,1942.0
24321,Index of American Design,1940.0
24322,Index of American Design,1939.0
24323,Index of American Design,1935.0
24324,Index of American Design,1936.0
24325,Index of American Design,1937.0
24326,Index of American Design,1938.0
24327,Index of American Design,1939.0
24328,Index of American Design,1940.0
24329,Index of American Design,1936.0
24330,Index of American Design,1938.0
24331,Index of American Design,1939.0
24332,Index of American Design,1939.0
24333,Index of American Design,1939.0
24334,Index of American Design,1941.0
24335,Index of American Design,1938.0
24336,Index of American Design,1939.0
24337,Index of American Design,1936.0
24338,Index of American Design,1936.0
24340,Index of American Design,1938.0
24341,Index of American Design,1935.0
24342,Index of American Design,1938.0
24343,Index of American Design,1936.0
24344,Index of American Design,1938.0
24345,Index of American Design,1938.0
24346,Index of American Design,1938.0
24347,Index of American Design,1936.0
24348,Index of American Design,1938.0
24349,Index of American Design,1938.0
24350,Index of American Design,1936.0
24351,Index of American Design,1938.0
24352,Index of American Design,1937.0
24353,Index of American Design,1936.0
24354,Index of American Design,1941.0
24355,Index of American Design,1935.0
24356,Index of American Design,1937.0
24357,Index of American Design,1936.0
24358,Index of American Design,1936.0
24359,Index of American Design,1936.0
24360,Index of American Design,1937.0
24361,Index of American Design,1938.0
24362,Index of American Design,1938.0
24363,Index of American Design,1938.0
24364,Index of American Design,1942.0
24365,Index of American Design,1936.0
24366,Index of American Design,1936.0
24367,Index of American Design,1936.0
24368,Index of American Design,1939.0
24369,Index of American Design,1935.0
24370,Index of American Design,1935.0
24371,Index of American Design,1937.0
24372,Index of American Design,1938.0
24373,Index of American Design,1937.0
24374,Index of American Design,1936.0
24375,Index of American Design,1936.0
24376,Index of American Design,1936.0
24377,Index of American Design,1936.0
24378,Index of American Design,1940.0
24379,Index of American Design,1939.0
24380,Index of American Design,1935.0
24381,Index of American Design,1937.0
30306,Print,1526.0
24382,Index of American Design,1936.0
24383,Index of American Design,1936.0
24384,Index of American Design,1939.0
24385,Index of American Design,1938.0
24386,Index of American Design,1938.0
24387,Index of American Design,1937.0
24389,Index of American Design,1939.0
24390,Index of American Design,1938.0
24391,Index of American Design,1938.0
24392,Index of American Design,1938.0
24393,Index of American Design,1939.0
24394,Index of American Design,1938.0
24395,Index of American Design,1941.0
24396,Index of American Design,1940.0
24397,Index of American Design,1938.0
24398,Index of American Design,1938.0
24399,Index of American Design,1937.0
24400,Index of American Design,1938.0
24401,Index of American Design,1936.0
24402,Index of American Design,1939.0
24403,Index of American Design,1937.0
24404,Index of American Design,1939.0
24405,Index of American Design,1942.0
24425,Index of American Design,1935.0
24406,Index of American Design,1940.0
24407,Index of American Design,1939.0
24408,Index of American Design,1937.0
24409,Index of American Design,1939.0
24410,Index of American Design,1940.0
24411,Index of American Design,1939.0
24412,Index of American Design,1940.0
24413,Index of American Design,1940.0
24414,Index of American Design,1939.0
24415,Index of American Design,1938.0
24416,Index of American Design,1938.0
24417,Index of American Design,1938.0
24418,Index of American Design,1935.0
24419,Index of American Design,1939.0
24420,Index of American Design,1936.0
24421,Index of American Design,1936.0
24422,Index of American Design,1936.0
24423,Index of American Design,1936.0
24424,Index of American Design,1938.0
24426,Index of American Design,1936.0
24427,Index of American Design,1935.0
24428,Index of American Design,1935.0
24429,Index of American Design,1936.0
24430,Index of American Design,1936.0
24431,Index of American Design,1936.0
24432,Index of American Design,1936.0
24433,Index of American Design,1935.0
24434,Index of American Design,1937.0
24435,Index of American Design,1936.0
24436,Index of American Design,1935.0
24437,Index of American Design,1939.0
24438,Index of American Design,1935.0
24439,Index of American Design,1941.0
30307,Print,1526.0
24440,Index of American Design,1940.0
24441,Index of American Design,1936.0
24442,Index of American Design,1939.0
24443,Index of American Design,1936.0
24444,Index of American Design,1940.0
24484,Index of American Design,1936.0
24445,Index of American Design,1937.0
24446,Index of American Design,1941.0
24447,Index of American Design,1937.0
24448,Index of American Design,1936.0
24449,Index of American Design,1937.0
24450,Index of American Design,1935.0
24451,Index of American Design,1936.0
24452,Index of American Design,1936.0
24453,Index of American Design,1936.0
24454,Index of American Design,1941.0
24455,Index of American Design,1939.0
24456,Index of American Design,1941.0
24457,Index of American Design,1936.0
24458,Index of American Design,1936.0
24459,Index of American Design,1940.0
24460,Index of American Design,1936.0
24461,Index of American Design,1938.0
24462,Index of American Design,1935.0
24463,Index of American Design,1936.0
24505,Index of American Design,1936.0
24464,Index of American Design,1940.0
24465,Index of American Design,1936.0
24466,Index of American Design,1942.0
24467,Index of American Design,1936.0
24468,Index of American Design,1938.0
24469,Index of American Design,1938.0
24470,Index of American Design,1937.0
24471,Index of American Design,1936.0
24472,Index of American Design,1936.0
24473,Index of American Design,1936.0
24474,Index of American Design,1936.0
24475,Index of American Design,1936.0
24476,Index of American Design,1936.0
24477,Index of American Design,1936.0
24478,Index of American Design,1936.0
24479,Index of American Design,1935.0
24480,Index of American Design,1936.0
24481,Index of American Design,1936.0
24482,Index of American Design,1937.0
24483,Index of American Design,1938.0
24485,Index of American Design,1940.0
24486,Index of American Design,1936.0
24487,Index of American Design,1936.0
24488,Index of American Design,1936.0
24489,Index of American Design,1936.0
24490,Index of American Design,1936.0
24491,Index of American Design,1936.0
24492,Index of American Design,1936.0
24493,Index of American Design,1937.0
24494,Index of American Design,1940.0
24495,Index of American Design,1938.0
24496,Index of American Design,1936.0
24497,Index of American Design,1936.0
24498,Index of American Design,1940.0
24499,Index of American Design,1938.0
24500,Index of American Design,1940.0
24501,Index of American Design,1938.0
24502,Index of American Design,1940.0
24503,Index of American Design,1942.0
24504,Index of American Design,1936.0
24506,Index of American Design,1936.0
24507,Index of American Design,1936.0
24508,Index of American Design,1936.0
24509,Index of American Design,1936.0
24510,Index of American Design,1936.0
24511,Index of American Design,1936.0
24512,Index of American Design,1936.0
24513,Index of American Design,1935.0
24514,Index of American Design,1936.0
24515,Index of American Design,1936.0
24516,Index of American Design,1936.0
24517,Index of American Design,1936.0
24518,Index of American Design,1936.0
24519,Index of American Design,1936.0
24520,Index of American Design,1935.0
24521,Index of American Design,1936.0
24522,Index of American Design,1936.0
24523,Index of American Design,1937.0
24524,Index of American Design,1937.0
24525,Index of American Design,1939.0
31187,Print,1801.0
24526,Index of American Design,1936.0
24527,Index of American Design,1936.0
24528,Index of American Design,1936.0
24529,Index of American Design,1936.0
24530,Index of American Design,1940.0
24531,Index of American Design,1941.0
24532,Index of American Design,1942.0
24533,Index of American Design,1937.0
24534,Index of American Design,1939.0
24535,Index of American Design,1939.0
24536,Index of American Design,1935.0
24537,Index of American Design,1938.0
24538,Index of American Design,1940.0
24539,Index of American Design,1941.0
24540,Index of American Design,1941.0
24560,Index of American Design,1938.0
24541,Index of American Design,1941.0
24542,Index of American Design,1938.0
24543,Index of American Design,1938.0
24544,Index of American Design,1938.0
24545,Index of American Design,1938.0
24546,Index of American Design,1936.0
24547,Index of American Design,1940.0
24548,Index of American Design,1937.0
24549,Index of American Design,1941.0
24550,Index of American Design,1939.0
24551,Index of American Design,1940.0
24552,Index of American Design,1939.0
24553,Index of American Design,1937.0
24554,Index of American Design,1940.0
24555,Index of American Design,1938.0
24556,Index of American Design,1938.0
24557,Index of American Design,1941.0
24558,Index of American Design,1936.0
24559,Index of American Design,1936.0
24561,Index of American Design,1940.0
24562,Index of American Design,1936.0
24563,Index of American Design,1938.0
24564,Index of American Design,1939.0
24565,Index of American Design,1939.0
24566,Index of American Design,1939.0
24567,Index of American Design,1935.0
24568,Index of American Design,1941.0
24569,Index of American Design,1938.0
24570,Index of American Design,1938.0
24571,Index of American Design,1938.0
24572,Index of American Design,1938.0
24573,Index of American Design,1938.0
24574,Index of American Design,1937.0
24575,Index of American Design,1935.0
30308,Print,1526.0
24576,Index of American Design,1936.0
24577,Index of American Design,1938.0
24578,Index of American Design,1939.0
24579,Index of American Design,1937.0
24580,Index of American Design,1939.0
24581,Index of American Design,1938.0
24582,Index of American Design,1940.0
24583,Index of American Design,1939.0
24584,Index of American Design,1940.0
24587,Index of American Design,1938.0
24588,Index of American Design,1941.0
24589,Index of American Design,1936.0
24590,Index of American Design,1939.0
24591,Index of American Design,1939.0
24592,Index of American Design,1937.0
24593,Index of American Design,1938.0
24594,Index of American Design,1941.0
24595,Index of American Design,1940.0
30310,Print,1646.0
24596,Index of American Design,1939.0
24597,Index of American Design,1935.0
24598,Index of American Design,1937.0
24599,Index of American Design,1936.0
24619,Index of American Design,1940.0
24600,Index of American Design,1935.0
24601,Index of American Design,1938.0
24602,Index of American Design,1938.0
24603,Index of American Design,1940.0
24604,Index of American Design,1940.0
24605,Index of American Design,1939.0
24606,Index of American Design,1938.0
24607,Index of American Design,1936.0
24608,Index of American Design,1937.0
24609,Index of American Design,1935.0
24610,Index of American Design,1938.0
24611,Index of American Design,1936.0
24612,Index of American Design,1937.0
24613,Index of American Design,1941.0
24614,Index of American Design,1938.0
24615,Index of American Design,1938.0
24616,Index of American Design,1936.0
24617,Index of American Design,1941.0
24618,Index of American Design,1937.0
24620,Index of American Design,1936.0
24621,Index of American Design,1938.0
24622,Index of American Design,1935.0
24623,Index of American Design,1938.0
24624,Index of American Design,1938.0
24625,Index of American Design,1938.0
24626,Index of American Design,1938.0
24627,Index of American Design,1938.0
24628,Index of American Design,1936.0
24629,Index of American Design,1936.0
24630,Index of American Design,1937.0
24631,Index of American Design,1938.0
24632,Index of American Design,1936.0
24633,Index of American Design,1937.0
24728,Index of American Design,1938.0
24634,Index of American Design,1937.0
24635,Index of American Design,1939.0
24636,Index of American Design,1940.0
24637,Index of American Design,1937.0
24638,Index of American Design,1937.0
24695,Index of American Design,1940.0
24639,Index of American Design,1938.0
24640,Index of American Design,1936.0
24641,Index of American Design,1941.0
24642,Index of American Design,1936.0
24643,Index of American Design,1939.0
24644,Index of American Design,1936.0
24645,Index of American Design,1938.0
24646,Index of American Design,1938.0
24647,Index of American Design,1938.0
24648,Index of American Design,1940.0
24649,Index of American Design,1936.0
24650,Index of American Design,1936.0
24651,Index of American Design,1939.0
24652,Index of American Design,1937.0
24653,Index of American Design,1939.0
24654,Index of American Design,1940.0
24655,Index of American Design,1935.0
24656,Index of American Design,1935.0
24657,Index of American Design,1938.0
24658,Index of American Design,1937.0
24659,Index of American Design,1940.0
24660,Index of American Design,1940.0
24661,Index of American Design,1938.0
24662,Index of American Design,1940.0
24663,Index of American Design,1937.0
24664,Index of American Design,1942.0
24665,Index of American Design,1936.0
24666,Index of American Design,1937.0
24667,Index of American Design,1936.0
24668,Index of American Design,1940.0
24669,Index of American Design,1935.0
24670,Index of American Design,1938.0
24671,Index of American Design,1940.0
24672,Index of American Design,1935.0
24673,Index of American Design,1942.0
24674,Index of American Design,1935.0
24675,Index of American Design,1936.0
24676,Index of American Design,1940.0
24677,Index of American Design,1941.0
24678,Index of American Design,1939.0
24679,Index of American Design,1939.0
24680,Index of American Design,1937.0
24681,Index of American Design,1938.0
24682,Index of American Design,1942.0
24683,Index of American Design,1936.0
24684,Index of American Design,1938.0
24685,Index of American Design,1936.0
24686,Index of American Design,1936.0
24687,Index of American Design,1940.0
24688,Index of American Design,1938.0
25130,Index of American Design,1938.0
24689,Index of American Design,1939.0
24690,Index of American Design,1939.0
24691,Index of American Design,1936.0
24692,Index of American Design,1940.0
24693,Index of American Design,1941.0
24694,Index of American Design,1939.0
24696,Index of American Design,1940.0
24697,Index of American Design,1939.0
24698,Index of American Design,1939.0
24699,Index of American Design,1940.0
24700,Index of American Design,1940.0
24701,Index of American Design,1939.0
24702,Index of American Design,1937.0
24703,Index of American Design,1937.0
24704,Index of American Design,1940.0
24705,Index of American Design,1937.0
24706,Index of American Design,1935.0
24707,Index of American Design,1940.0
24708,Index of American Design,1941.0
24709,Index of American Design,1939.0
24710,Index of American Design,1938.0
24711,Index of American Design,1935.0
24712,Index of American Design,1938.0
24713,Index of American Design,1935.0
24714,Index of American Design,1936.0
24715,Index of American Design,1937.0
24716,Index of American Design,1936.0
24717,Index of American Design,1936.0
24718,Index of American Design,1936.0
24719,Index of American Design,1937.0
24720,Index of American Design,1941.0
24721,Index of American Design,1942.0
24722,Index of American Design,1937.0
24723,Index of American Design,1938.0
24724,Index of American Design,1936.0
24725,Index of American Design,1941.0
24726,Index of American Design,1941.0
24727,Index of American Design,1938.0
39318,Print,1471.0
24729,Index of American Design,1937.0
24730,Index of American Design,1938.0
24731,Index of American Design,1941.0
24732,Index of American Design,1941.0
24733,Index of American Design,1938.0
24734,Index of American Design,1935.0
24735,Index of American Design,1938.0
24736,Index of American Design,1939.0
24737,Index of American Design,1937.0
24738,Index of American Design,1941.0
24739,Index of American Design,1938.0
24740,Index of American Design,1938.0
24741,Index of American Design,1940.0
30934,Print,1784.0
24742,Index of American Design,1941.0
24743,Index of American Design,1938.0
24744,Index of American Design,1941.0
24745,Index of American Design,1939.0
24746,Index of American Design,1938.0
30311,Print,1646.0
24747,Index of American Design,1940.0
24748,Index of American Design,1940.0
24749,Index of American Design,1940.0
24750,Index of American Design,1940.0
24751,Index of American Design,1939.0
24752,Index of American Design,1939.0
24753,Index of American Design,1940.0
24754,Index of American Design,1939.0
24755,Index of American Design,1937.0
24756,Index of American Design,1941.0
24757,Index of American Design,1940.0
24758,Index of American Design,1940.0
24759,Index of American Design,1940.0
24760,Index of American Design,1940.0
24761,Index of American Design,1940.0
24762,Index of American Design,1938.0
24763,Index of American Design,1938.0
24764,Index of American Design,1937.0
24765,Index of American Design,1938.0
24766,Index of American Design,1937.0
24767,Index of American Design,1935.0
24768,Index of American Design,1939.0
24769,Index of American Design,1939.0
24770,Index of American Design,1940.0
24772,Index of American Design,1936.0
24773,Index of American Design,1938.0
24774,Index of American Design,1937.0
24775,Index of American Design,1935.0
24776,Index of American Design,1936.0
24777,Index of American Design,1936.0
24778,Index of American Design,1938.0
24779,Index of American Design,1938.0
24780,Index of American Design,1940.0
24781,Index of American Design,1940.0
24782,Index of American Design,1938.0
24783,Index of American Design,1940.0
24784,Index of American Design,1942.0
24785,Index of American Design,1935.0
24786,Index of American Design,1940.0
24787,Index of American Design,1936.0
24788,Index of American Design,1938.0
24789,Index of American Design,1936.0
24790,Index of American Design,1938.0
24791,Index of American Design,1939.0
24792,Index of American Design,1938.0
24793,Index of American Design,1939.0
24794,Index of American Design,1938.0
24795,Index of American Design,1939.0
24796,Index of American Design,1940.0
24797,Index of American Design,1940.0
24798,Index of American Design,1939.0
24799,Index of American Design,1938.0
24800,Index of American Design,1940.0
24801,Index of American Design,1935.0
24802,Index of American Design,1939.0
24803,Index of American Design,1941.0
24894,Index of American Design,1936.0
24804,Index of American Design,1936.0
24805,Index of American Design,1939.0
24806,Index of American Design,1938.0
24807,Index of American Design,1937.0
24808,Index of American Design,1941.0
24809,Index of American Design,1939.0
24810,Index of American Design,1939.0
24811,Index of American Design,1937.0
24812,Index of American Design,1937.0
24813,Index of American Design,1936.0
24814,Index of American Design,1938.0
24815,Index of American Design,1937.0
24816,Index of American Design,1936.0
24817,Index of American Design,1936.0
24818,Index of American Design,1936.0
24819,Index of American Design,1938.0
24820,Index of American Design,1937.0
24821,Index of American Design,1935.0
24822,Index of American Design,1938.0
24823,Index of American Design,1937.0
24824,Index of American Design,1936.0
24825,Index of American Design,1937.0
24826,Index of American Design,1937.0
24862,Index of American Design,1942.0
24827,Index of American Design,1938.0
24828,Index of American Design,1938.0
24829,Index of American Design,1936.0
24830,Index of American Design,1936.0
24831,Index of American Design,1939.0
24832,Index of American Design,1935.0
24833,Index of American Design,1939.0
24834,Index of American Design,1935.0
24835,Index of American Design,1937.0
24836,Index of American Design,1937.0
24837,Index of American Design,1937.0
24838,Index of American Design,1939.0
24839,Index of American Design,1938.0
24857,Index of American Design,1937.0
24840,Index of American Design,1936.0
24841,Index of American Design,1936.0
24842,Index of American Design,1936.0
24843,Index of American Design,1936.0
24844,Index of American Design,1936.0
24845,Index of American Design,1936.0
